case_id,group,instrument,kind,spot,strike,tau,rate,vol,div,method,settings,seed,steps,n_paths,n_samples,pilot_paths,total_paths,antithetic,control_variate,control_beta,variance_reduction,n_dates,average,reference,reference_price,price,error,abs_error,rel_error,se,ci_low,ci_high,ci_status,z_score,covered_95,criterion,outcome,expected,status,reason
eu-call-K100-T1-v0.3-r0.05-q0,european,european,call,100.0,100.0,1.0,0.05,0.3,0.0,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,1943348656,,65536,32768,4096,69632,True,True,1.8322345902389559,26.34971865405242,,,bsm_price,14.231254785985826,14.236351260509814,0.005096474523988093,0.005096474523988093,0.0003581184231911038,0.016520054964567498,14.203972547756639,14.268729973262989,normal,0.30850227404927527,True,z_score,agree,agree,pass,
eu-call-K100-T1-v0.3-r0.01-q0.03,european,european,call,100.0,100.0,1.0,0.01,0.3,0.03,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,10.733574506169575,10.730646736912545,-0.0029277692570293112,0.0029277692570293112,-0.00027276740431125276,,,,,,,tolerance,agree,agree,pass,
eu-call-K100-T1-v0.3-r0.01-q0.03,european,european,call,100.0,100.0,1.0,0.01,0.3,0.03,mc_plain,n_paths=65536,3984917312,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,10.733574506169575,10.697952322700022,-0.03562218346955248,0.03562218346955248,-0.003318762398218518,0.07665947519258579,10.547702512248812,10.848202133151233,normal,-0.46468076359851895,True,z_score,agree,agree,pass,
eu-call-K100-T1-v0.3-r0.01-q0.03,european,european,call,100.0,100.0,1.0,0.01,0.3,0.03,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,2592736874,,65536,32768,4096,69632,True,True,1.8677426565008597,28.41601286901908,,,bsm_price,10.733574506169575,10.712403638966897,-0.021170867202677357,0.021170867202677357,-0.0019723967249222064,0.014133504784119632,10.684702478614698,10.740104799319097,normal,-1.4979205459685334,True,z_score,agree,agree,pass,
eu-call-K100-T2-v0.1-r0.05-q0,european,european,call,100.0,100.0,2.0,0.05,0.1,0.0,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,11.412614831692593,11.411049851885798,-0.0015649798067958187,0.0015649798067958187,-0.00013712719038321545,,,,,,,tolerance,agree,agree,pass,
eu-call-K100-T2-v0.1-r0.05-q0,european,european,call,100.0,100.0,2.0,0.05,0.1,0.0,mc_plain,n_paths=65536,250213779,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,11.412614831692593,11.443697813645118,0.031082981952524236,0.031082981952524236,0.0027235635663623243,0.04606894655908437,11.353404337583612,11.533991289706623,normal,0.674705724227049,True,z_score,agree,agree,pass,
eu-call-K100-T2-v0.1-r0.05-q0,european,european,call,100.0,100.0,2.0,0.05,0.1,0.0,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,1086368539,,65536,32768,4096,69632,True,True,2.799712948393859,142.6451092251421,,,bsm_price,11.412614831692593,11.4120306770965,-0.0005841545960940664,0.0005841545960940664,-5.1184991757706676e-05,0.0037606441380354278,11.404659950027279,11.41940140416572,normal,-0.1553336541966001,True,z_score,agree,agree,pass,
eu-call-K100-T2-v0.1-r0.01-q0.03,european,european,call,100.0,100.0,2.0,0.01,0.1,0.03,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,3.7103986822360255,3.7089940101207586,-0.0014046721152669583,0.0014046721152669583,-0.00037857713835227273,,,,,,,tolerance,agree,agree,pass,
eu-call-K100-T2-v0.1-r0.01-q0.03,european,european,call,100.0,100.0,2.0,0.01,0.1,0.03,mc_plain,n_paths=65536,3156884107,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,3.7103986822360255,3.7700493170862845,0.05965063485025901,0.05965063485025901,0.016076610617571506,0.028316017541092312,3.7145509425201393,3.82554769165243,normal,2.1066039658894047,False,z_score,agree,agree,pass,
eu-call-K100-T2-v0.1-r0.01-q0.03,european,european,call,100.0,100.0,2.0,0.01,0.1,0.03,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,3962144482,,65536,32768,4096,69632,True,True,3.0915938138669103,23.348714678678768,,,bsm_price,3.7103986822360255,3.7122397253819917,0.0018410431459661147,0.0018410431459661147,0.0004961847239705877,0.0056406780430553775,3.701184199569217,3.723295251194766,normal,0.3263868513525157,True,z_score,agree,agree,pass,
eu-call-K100-T2-v0.3-r0.05-q0,european,european,call,100.0,100.0,2.0,0.05,0.3,0.0,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,21.193735255280203,21.189638016886633,-0.004097238393569569,0.004097238393569569,-0.0001933230902537005,,,,,,,tolerance,agree,agree,pass,
eu-call-K100-T2-v0.3-r0.05-q0,european,european,call,100.0,100.0,2.0,0.05,0.3,0.0,mc_plain,n_paths=65536,2681088013,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,21.193735255280203,21.366921735345297,0.17318648006509463,0.17318648006509463,0.008171588348115606,0.1380804453032888,21.0962890355816,21.637554435108996,normal,1.2542433483951811,True,z_score,agree,agree,pass,
eu-call-K100-T2-v0.3-r0.05-q0,european,european,call,100.0,100.0,2.0,0.05,0.3,0.0,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,3612298200,,65536,32768,4096,69632,True,True,1.5253372937624972,35.26226731172351,,,bsm_price,21.193735255280203,21.17454214239765,-0.019193112882550878,0.019193112882550878,-0.0009056031252333923,0.022261693401579973,21.13091002509568,21.218174259699623,normal,-0.8621587107649542,True,z_score,agree,agree,pass,
eu-call-K100-T2-v0.3-r0.01-q0.03,european,european,call,100.0,100.0,2.0,0.01,0.3,0.03,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,14.293014477002181,14.288963020130685,-0.004051456871495773,0.004051456871495773,-0.0002834571306154254,,,,,,,tolerance,agree,agree,pass,
eu-call-K100-T2-v0.3-r0.01-q0.03,european,european,call,100.0,100.0,2.0,0.01,0.3,0.03,mc_plain,n_paths=65536,261256501,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,14.293014477002181,14.297141010360239,0.004126533358057571,0.004126533358057571,0.00028870980049011127,0.11353859545505257,14.074609452413073,14.519672568307405,normal,0.03634476313115195,True,z_score,agree,agree,pass,
eu-call-K100-T2-v0.3-r0.01-q0.03,european,european,call,100.0,100.0,2.0,0.01,0.3,0.03,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,576168692,,65536,32768,4096,69632,True,True,1.4660459299134379,45.87120956913673,,,bsm_price,14.293014477002181,14.30308635063787,0.010071873635688178,0.010071873635688178,0.0007046710581518038,0.01623382797769668,14.271268632470365,14.334904068805374,normal,0.6204250562175302,True,z_score,agree,agree,pass,
eu-call-K120-T0.25-v0.1-r0.05-q0,european,european,call,100.0,120.0,0.25,0.05,0.1,0.0,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,0.00047815272772403633,0.00047095145100164163,-7.201276722394701e-06,7.201276722394701e-06,-0.015060620393555268,,,,,,,tolerance,agree,agree,pass,passes on atol: |rel_error|=0.0151 exceeds rtol=0.002 because the reference price is small
eu-call-K120-T0.25-v0.1-r0.05-q0,european,european,call,100.0,120.0,0.25,0.05,0.1,0.0,mc_plain,n_paths=65536,24794224,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,0.00047815272772403633,0.0004278554713237409,-5.0297256400295455e-05,5.0297256400295455e-05,-0.10519077584207423,0.0001370968192650615,0.00015915064316922333,0.0006965602994782584,normal,-0.36687398489567646,True,z_score,agree,agree,pass,
eu-call-K120-T0.25-v0.1-r0.05-q0,european,european,call,100.0,120.0,0.25,0.05,0.1,0.0,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,3557285460,,65536,32768,4096,69632,True,True,0.06878422403187014,0.8840116185648202,,,bsm_price,0.00047815272772403633,0.0004879445422969392,9.791814572902879e-06,9.791814572902879e-06,0.020478424581014166,0.00013674432944137078,0.00021993058150177232,0.0007559585030921061,normal,0.07160673216143215,True,z_score,agree,agree,pass,
eu-call-K120-T0.25-v0.1-r0.01-q0.03,european,european,call,100.0,120.0,0.25,0.01,0.1,0.03,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,0.0001163155190690747,0.00011468889727567867,-1.626621793396029e-06,1.626621793396029e-06,-0.01398456376599282,,,,,,,tolerance,agree,agree,pass,passes on atol: |rel_error|=0.014 exceeds rtol=0.002 because the reference price is small
eu-call-K120-T0.25-v0.1-r0.01-q0.03,european,european,call,100.0,120.0,0.25,0.01,0.1,0.03,mc_plain,n_paths=65536,594174450,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,0.0001163155190690747,8.968604601203322e-05,-2.6629473057041475e-05,2.6629473057041475e-05,-0.22894170330983432,4.628203993493598e-05,-1.0250853914858045e-06,0.00018039717741555225,normal,-0.5753737971463143,True,z_score,agree,agree,pass,
eu-call-K120-T0.25-v0.1-r0.01-q0.03,european,european,call,100.0,120.0,0.25,0.01,0.1,0.03,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,594905037,,65536,32768,4096,69632,True,True,0.0,0.9412030666953257,,,bsm_price,0.0001163155190690747,8.562803993900535e-05,-3.0687479130069346e-05,3.0687479130069346e-05,-0.26382961943234245,4.239399635269016e-05,2.5373339270102357e-06,0.00016871874595100045,normal,-0.7238637960613505,True,z_score,agree,agree,pass,
eu-call-K120-T0.25-v0.3-r0.05-q0,european,european,call,100.0,120.0,0.25,0.05,0.3,0.0,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,1.0491632166412899,1.0489735564612943,-0.0001896601799955544,0.0001896601799955544,-0.0001807728073070631,,,,,,,tolerance,agree,agree,pass,
eu-call-K120-T0.25-v0.3-r0.05-q0,european,european,call,100.0,120.0,0.25,0.05,0.3,0.0,mc_plain,n_paths=65536,3218450152,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,1.0491632166412899,1.0768684066652299,0.027705190023940007,0.027705190023940007,0.026406939916015417,0.016292112504127022,1.0449364529250662,1.1088003604053935,normal,1.700527787106914,True,z_score,agree,agree,pass,
eu-call-K120-T0.25-v0.3-r0.05-q0,european,european,call,100.0,120.0,0.25,0.05,0.3,0.0,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,2815224365,,65536,32768,4096,69632,True,True,1.6484314176076278,10.338235085767584,,,bsm_price,1.0491632166412899,1.0397164770061886,-0.009446739635101231,0.009446739635101231,-0.009004070563342178,0.004738354286324142,1.0304294732590022,1.049003480753375,normal,-1.9936752433996865,False,z_score,agree,agree,pass,
eu-call-K120-T0.25-v0.3-r0.01-q0.03,european,european,call,100.0,120.0,0.25,0.01,0.3,0.03,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,0.8275484332874363,0.8274566128703486,-9.182041708777344e-05,9.182041708777344e-05,-0.00011095473496701191,,,,,,,tolerance,agree,agree,pass,
eu-call-K120-T0.25-v0.3-r0.01-q0.03,european,european,call,100.0,120.0,0.25,0.01,0.3,0.03,mc_plain,n_paths=65536,4145288011,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,0.8275484332874363,0.8295784877188963,0.002030054431459982,0.002030054431459982,0.0024530944048743956,0.014133145128392359,0.8018780322789696,0.857278943158823,normal,0.14363783949135037,True,z_score,agree,agree,pass,
eu-call-K120-T0.25-v0.3-r0.01-q0.03,european,european,call,100.0,120.0,0.25,0.01,0.3,0.03,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,1965027753,,65536,32768,4096,69632,True,True,1.471400671585169,7.2968009951423465,,,bsm_price,0.8275484332874363,0.8251265221534211,-0.002421911134015242,0.002421911134015242,-0.002926609533165569,0.004992925515116673,0.8153405679663013,0.8349124763405409,normal,-0.48506854882625816,True,z_score,agree,agree,pass,
eu-call-K120-T1-v0.1-r0.05-q0,european,european,call,100.0,120.0,1.0,0.05,0.1,0.0,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,0.4624965105634935,0.4616962217256681,-0.0008002888378254025,0.0008002888378254025,-0.001730367299096704,,,,,,,tolerance,agree,agree,pass,
eu-call-K120-T1-v0.1-r0.05-q0,european,european,call,100.0,120.0,1.0,0.05,0.1,0.0,mc_plain,n_paths=65536,3100998320,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,0.4624965105634935,0.4702497978924308,0.007753287328937319,0.007753287328937319,0.016763990974744694,0.008229314386646938,0.4541206380771455,0.48637895770771616,normal,0.9421547123680157,True,z_score,agree,agree,pass,
eu-call-K120-T1-v0.1-r0.05-q0,european,european,call,100.0,120.0,1.0,0.05,0.1,0.0,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,2694492395,,65536,32768,4096,69632,True,True,1.8938831678550412,6.418722806496399,,,bsm_price,0.4624965105634935,0.45977241489639314,-0.002724095667100357,0.002724095667100357,-0.00588998101581651,0.0031204208457408854,0.453656502422133,0.4658883273706533,normal,-0.8729898311051603,True,z_score,agree,agree,pass,
eu-call-K120-T1-v0.1-r0.01-q0.03,european,european,call,100.0,120.0,1.0,0.01,0.1,0.03,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,0.08556756396775977,0.08546638125575068,-0.00010118271200909579,0.00010118271200909579,-0.0011824891035488575,,,,,,,tolerance,agree,agree,pass,
eu-call-K120-T1-v0.1-r0.01-q0.03,european,european,call,100.0,120.0,1.0,0.01,0.1,0.03,mc_plain,n_paths=65536,1318849019,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,0.08556756396775977,0.08274126318042763,-0.0028263007873321477,0.0028263007873321477,-0.03303004849357455,0.0031935883725233935,0.07648194498883588,0.08900058137201937,normal,-0.8849921961291976,True,z_score,agree,agree,pass,
eu-call-K120-T1-v0.1-r0.01-q0.03,european,european,call,100.0,120.0,1.0,0.01,0.1,0.03,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,2237307040,,65536,32768,4096,69632,True,True,0.6045845201986584,1.8199164610888954,,,bsm_price,0.08556756396775977,0.08614515461184885,0.0005775906440890766,0.0005775906440890766,0.006750112043702701,0.002374885405028769,0.08149046475058265,0.09079984447311505,normal,0.2432077955702792,True,z_score,agree,agree,pass,
eu-call-K120-T1-v0.3-r0.05-q0,european,european,call,100.0,120.0,1.0,0.05,0.3,0.0,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,6.903997550938772,6.905955595119146,0.001958044180373264,0.001958044180373264,0.000283610207843573,,,,,,,tolerance,agree,agree,pass,
eu-call-K120-T1-v0.3-r0.05-q0,european,european,call,100.0,120.0,1.0,0.05,0.3,0.0,mc_plain,n_paths=65536,1933109363,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,6.903997550938772,6.858708030737074,-0.045289520201698075,0.045289520201698075,-0.006559898068842713,0.06450683654960453,6.732276954343237,6.9851391071309115,normal,-0.7020886874040289,True,z_score,agree,agree,pass,
eu-call-K120-T1-v0.3-r0.05-q0,european,european,call,100.0,120.0,1.0,0.05,0.3,0.0,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,131828398,,65536,32768,4096,69632,True,True,1.6588443827258865,67.17369575837868,,,bsm_price,6.903997550938772,6.902274305776147,-0.001723245162625453,0.001723245162625453,-0.0002496010680639848,0.007708444206043932,6.887166032755465,6.917382578796829,normal,-0.22355291373508476,True,z_score,agree,agree,pass,
eu-call-K120-T1-v0.3-r0.01-q0.03,european,european,call,100.0,120.0,1.0,0.01,0.3,0.03,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,4.775246753460127,4.777277881565454,0.002031128105326907,0.002031128105326907,0.0004253451622903379,,,,,,,tolerance,agree,agree,pass,
eu-call-K120-T1-v0.3-r0.01-q0.03,european,european,call,100.0,120.0,1.0,0.01,0.3,0.03,mc_plain,n_paths=65536,3518296965,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,4.775246753460127,4.828636689389493,0.05338993592936614,0.05338993592936614,0.011180560646563443,0.05417111577875327,4.722463253460788,4.934810125318199,normal,0.9855794026363119,True,z_score,agree,agree,pass,
eu-call-K120-T1-v0.3-r0.01-q0.03,european,european,call,100.0,120.0,1.0,0.01,0.3,0.03,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,3495241340,,65536,32768,4096,69632,True,True,1.4783068754559328,51.84188858420503,,,bsm_price,4.775246753460127,4.7880956612565475,0.012848907796420228,0.012848907796420228,0.002690731696139043,0.007124151618044001,4.774132580664778,4.802058741848317,normal,1.8035702333842256,True,z_score,agree,agree,pass,
eu-call-K120-T2-v0.1-r0.05-q0,european,european,call,100.0,120.0,2.0,0.05,0.1,0.0,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,2.555342572793638,2.5543820217040616,-0.000960551089576267,0.000960551089576267,-0.0003758991455013176,,,,,,,tolerance,agree,agree,pass,
eu-call-K120-T2-v0.1-r0.05-q0,european,european,call,100.0,120.0,2.0,0.05,0.1,0.0,mc_plain,n_paths=65536,2429111920,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,2.555342572793638,2.546142463078882,-0.009200109714755822,0.009200109714755822,-0.003600342988336694,0.024050443889385566,2.499004459243485,2.5932804669142793,normal,-0.3825338840758861,True,z_score,agree,agree,pass,
eu-call-K120-T2-v0.1-r0.05-q0,european,european,call,100.0,120.0,2.0,0.05,0.1,0.0,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,1377182278,,65536,32768,4096,69632,True,True,2.884995744507505,39.574574242818294,,,bsm_price,2.555342572793638,2.5505768807890457,-0.0047656920045922035,0.0047656920045922035,-0.0018649914321984989,0.00371097260403459,2.543303508137523,2.5578502534405683,normal,-1.2842164340989521,True,z_score,agree,agree,pass,
eu-call-K120-T2-v0.1-r0.01-q0.03,european,european,call,100.0,120.0,2.0,0.01,0.1,0.03,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,0.36871951155280147,0.3689284545536149,0.00020894300081342188,0.00020894300081342188,0.0005666719396906685,,,,,,,tolerance,agree,agree,pass,
eu-call-K120-T2-v0.1-r0.01-q0.03,european,european,call,100.0,120.0,2.0,0.01,0.1,0.03,mc_plain,n_paths=65536,1150479742,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,0.36871951155280147,0.36878665267611616,6.714112331468458e-05,6.714112331468458e-05,0.0001820926780682986,0.008740135395602477,0.35165630208073156,0.38591700327150075,normal,0.007681931717953254,True,z_score,agree,agree,pass,
eu-call-K120-T2-v0.1-r0.01-q0.03,european,european,call,100.0,120.0,2.0,0.01,0.1,0.03,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,898193349,,65536,32768,4096,69632,True,True,1.0376934006195078,3.282184638691851,,,bsm_price,0.36871951155280147,0.359564194013273,-0.009155317539528474,0.009155317539528474,-0.024830032728597306,0.004524438544613673,0.3506964574155654,0.3684319306109806,normal,-2.023525670478571,False,z_score,agree,agree,pass,
eu-call-K120-T2-v0.3-r0.05-q0,european,european,call,100.0,120.0,2.0,0.05,0.3,0.0,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,13.553747053152712,13.554206547727343,0.0004594945746312362,0.0004594945746312362,3.3901663711833404e-05,,,,,,,tolerance,agree,agree,pass,
eu-call-K120-T2-v0.3-r0.05-q0,european,european,call,100.0,120.0,2.0,0.05,0.3,0.0,mc_plain,n_paths=65536,1087502722,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,13.553747053152712,13.333403396696635,-0.2203436564560768,0.2203436564560768,-0.01625702881955607,0.11368461388931991,13.110585647877226,13.556221145516044,normal,-1.9382012122642829,True,z_score,agree,agree,pass,
eu-call-K120-T2-v0.3-r0.05-q0,european,european,call,100.0,120.0,2.0,0.05,0.3,0.0,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,1437201308,,65536,32768,4096,69632,True,True,1.4543805439834816,63.2791220601062,,,bsm_price,13.553747053152712,13.578355080051184,0.024608026898471635,0.024608026898471635,0.0018155884717317053,0.01389218939910841,13.551126889162521,13.605583270939846,normal,1.771356997195198,True,z_score,agree,agree,pass,
eu-call-K120-T2-v0.3-r0.01-q0.03,european,european,call,100.0,120.0,2.0,0.01,0.3,0.03,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,8.407700818840592,8.408669531647991,0.0009687128073991857,0.0009687128073991857,0.0001152173261480027,,,,,,,tolerance,agree,agree,pass,
eu-call-K120-T2-v0.3-r0.01-q0.03,european,european,call,100.0,120.0,2.0,0.01,0.3,0.03,mc_plain,n_paths=65536,2116662291,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,8.407700818840592,8.606238271246331,0.1985374524057395,0.1985374524057395,0.02361376274960239,0.09257131506660027,8.424801827714285,8.787674714778378,normal,2.1446973315967486,False,z_score,agree,agree,pass,
eu-call-K120-T2-v0.3-r0.01-q0.03,european,european,call,100.0,120.0,2.0,0.01,0.3,0.03,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,2786654291,,65536,32768,4096,69632,True,True,1.2825499962310905,89.77041275589882,,,bsm_price,8.407700818840592,8.415162094653454,0.007461275812861601,0.007461275812861601,0.0008874335533136273,0.009432626695494497,8.396674486050673,8.433649703256235,normal,0.7910072192749329,True,z_score,agree,agree,pass,
eu-put-K80-T0.25-v0.1-r0.05-q0,european,european,put,100.0,80.0,0.25,0.05,0.1,0.0,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,1.0654470283945436e-06,1.0326146827631764e-06,-3.283234563136718e-08,3.283234563136718e-08,-0.030815558874700902,,,,,,,tolerance,agree,agree,pass,passes on atol: |rel_error|=0.0308 exceeds rtol=0.002 because the reference price is small
eu-put-K80-T0.25-v0.1-r0.05-q0,european,european,put,100.0,80.0,0.25,0.05,0.1,0.0,mc_plain,n_paths=65536,2223799754,,65536,65536,0,65536,False,False,0.0,,,,bsm_price,1.0654470283945436e-06,0.0,-1.0654470283945436e-06,1.0654470283945436e-06,-1.0,0.0,0.0,0.0,degenerate,,,z_score,degenerate,agree,degenerate,"undeclared degenerate sample, logged: no sample variation: SE=0, z undefined; a zero-width interval is not evidence of certainty (reference=1.06545e-06)"
eu-put-K80-T0.25-v0.1-r0.05-q0,european,european,put,100.0,80.0,0.25,0.05,0.1,0.0,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,1510341494,,65536,32768,4096,69632,True,True,0.0,,,,bsm_price,1.0654470283945436e-06,0.0,-1.0654470283945436e-06,1.0654470283945436e-06,-1.0,0.0,0.0,0.0,degenerate,,,z_score,degenerate,agree,degenerate,"undeclared degenerate sample, logged: no sample variation: SE=0, z undefined; a zero-width interval is not evidence of certainty (reference=1.06545e-06)"
eu-put-K80-T0.25-v0.1-r0.01-q0.03,european,european,put,100.0,80.0,0.25,0.01,0.1,0.03,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,5.98955599606188e-06,5.796745163606989e-06,-1.92810832454891e-07,1.92810832454891e-07,-0.03219117286517793,,,,,,,tolerance,agree,agree,pass,passes on atol: |rel_error|=0.0322 exceeds rtol=0.002 because the reference price is small
eu-put-K80-T0.25-v0.1-r0.01-q0.03,european,european,put,100.0,80.0,0.25,0.01,0.1,0.03,mc_plain,n_paths=65536,458158015,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,5.98955599606188e-06,3.9975818339114825e-05,3.3986262343052944e-05,3.3986262343052944e-05,5.674254045775486,3.9975818339114825e-05,-3.8375345858066034e-05,0.00011832698253629568,normal,0.8501705219577375,True,z_score,agree,agree,pass,
eu-put-K80-T0.25-v0.1-r0.01-q0.03,european,european,put,100.0,80.0,0.25,0.01,0.1,0.03,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,3436935047,,65536,32768,4096,69632,True,True,0.0,,,,bsm_price,5.98955599606188e-06,0.0,-5.98955599606188e-06,5.98955599606188e-06,-1.0,0.0,0.0,0.0,degenerate,,,z_score,degenerate,agree,degenerate,"undeclared degenerate sample, logged: no sample variation: SE=0, z undefined; a zero-width interval is not evidence of certainty (reference=5.98956e-06)"
eu-put-K80-T0.25-v0.3-r0.05-q0,european,european,put,100.0,80.0,0.25,0.05,0.3,0.0,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,0.3310504749797474,0.3311798540128535,0.00012937903310611398,0.00012937903310611398,0.00039081361570023114,,,,,,,tolerance,agree,agree,pass,
eu-put-K80-T0.25-v0.3-r0.05-q0,european,european,put,100.0,80.0,0.25,0.05,0.3,0.0,mc_plain,n_paths=65536,2443293572,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,0.3310504749797474,0.33128642681600495,0.0002359518362575752,0.0002359518362575752,0.0007127367398340389,0.006386145597249766,0.31876981144536637,0.34380304218664354,normal,0.0369474564374463,True,z_score,agree,agree,pass,
eu-put-K80-T0.25-v0.3-r0.05-q0,european,european,put,100.0,80.0,0.25,0.05,0.3,0.0,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,2881748964,,65536,32768,4096,69632,True,True,0.6602558910026326,4.9889027727300945,,,bsm_price,0.3310504749797474,0.3323476920981018,0.001297217118354399,0.001297217118354399,0.003918487410216701,0.002755158886952112,0.3269476799079902,0.3377477042882134,normal,0.4708320541866978,True,z_score,agree,agree,pass,
eu-put-K80-T0.25-v0.3-r0.01-q0.03,european,european,put,100.0,80.0,0.25,0.01,0.3,0.03,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,0.43297158188283813,0.43307538284256214,0.00010380095972400971,0.00010380095972400971,0.0002397408145648187,,,,,,,tolerance,agree,agree,pass,
eu-put-K80-T0.25-v0.3-r0.01-q0.03,european,european,put,100.0,80.0,0.25,0.01,0.3,0.03,mc_plain,n_paths=65536,1176993533,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,0.43297158188283813,0.43270136182277075,-0.0002702200600673832,0.0002702200600673832,-0.0006241057643836417,0.007363348708467982,0.418269463548564,0.4471332600969775,normal,-0.03669798494761294,True,z_score,agree,agree,pass,
eu-put-K80-T0.25-v0.3-r0.01-q0.03,european,european,put,100.0,80.0,0.25,0.01,0.3,0.03,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,3396727432,,65536,32768,4096,69632,True,True,0.7592541798609617,6.985921448776045,,,bsm_price,0.43297158188283813,0.43353090621906376,0.0005593243362256306,0.0005593243362256306,0.0012918268995700125,0.002771510201191698,0.42809884604194265,0.4389629663961849,normal,0.20181211528109533,True,z_score,agree,agree,pass,
eu-put-K80-T1-v0.1-r0.05-q0,european,european,put,100.0,80.0,1.0,0.05,0.1,0.0,crr,steps=1000,,1000,,,,,,,,,,,bsm_price,0.008331854095542213,0.008319594834571292,-1.2259260970920796e-05,1.2259260970920796e-05,-0.0014713724976869028,,,,,,,tolerance,agree,agree,pass,
eu-put-K80-T1-v0.1-r0.05-q0,european,european,put,100.0,80.0,1.0,0.05,0.1,0.0,mc_plain,n_paths=65536,3674651025,,65536,65536,0,65536,False,False,0.0,1.0,,,bsm_price,0.008331854095542213,0.009391618394289099,0.001059764298746886,0.001059764298746886,0.1271942939223925,0.0007783528867726177,0.007866074768951986,0.010917162019626211,normal,1.361547335092595,True,z_score,agree,agree,pass,
eu-put-K80-T1-v0.1-r0.05-q0,european,european,put,100.0,80.0,1.0,0.05,0.1,0.0,mc_antithetic_control,n_paths=65536+4096 pilot; antithetic; control,2466805344,,65536,32768,4096,69632,True,True,0.040948710968087214,1.100663750830599,,,bsm_price,0.008331854095542213,0.008892523108601528,0.0005606690130593155,0.0005606690130593155,0.06729222651165842,0.0007177181021432696,0.00748582147734828,0.010299224739854777,normal,0.7811827671407899,True,z_score,agree,agree,pass,
